text,label
"NASA Prepares to Spy on a Satellite Scientists are about to get their first really close and revealing look at Titan, the invitingly mysterious giant moon of Saturn. The Cassini spacecraft is ",3
"Bush-Martin back-slapping can't hide ideological divide (Canadian Press) Canadian Press - OTTAWA (CP) - Two days of friendly banter couldn't bridge the chasm separating George W. Bush and Paul Martin in style, substance and worldview.",0
"US Mulls Stopping Aid if No Peace Deal in S. Sudan  UNITED NATIONS (Reuters) - The United States next week  intends to tell Sudan and its southern opposition that offers  of aid may be withdrawn if an agreement is not signed soon to  end Africa's longest-running civil war, its U.N. ambassador  said.",0
"Winery at a crossroads Once the crown jewel of the Napa Valley, the Robert Mondavi name is on the auction block and its future is uncertain. Robert Mondavi, 91, who more than any other person put premium California wine on the map ",2
Dressed for Success Men's clothing retailer offsets slow same-store sales with tight expense controls.,2
"A woman whose life is the stuff of a hit movie In 2000, Erin Brockovich-Ellis became the focus of a film about her efforts to expose an energy company's contamination of a community's water supply. Actress Julia Roberts played the role of the flamboyant, in-your-face environmental researcher. This week, Brockovich-Ellis, now 44, will be a keynote speaker at the W omen in Leadership Summit sponsored by Linkage Inc., a Massachusetts leadership ...",2
"Talking face to face, far away November 10, 2004  If you #39;ve needed an excuse to buy a new phone, now you #39;ve got one, provided that you have some extra cash lying around: SK Telecom and KTF said yesterday that they will begin offering video phone services in Korea within a couple of ",3
Google Launches New Book-Search Feature By MICHAEL LIEDTKE    SAN FRANCISCO (AP) -- Online search leader Google Inc. (GOOG) is becoming more bookish...,3
Software promises to read want-ads for you Tired of combing the Net for the right tech job? A start-up says its program can do it--and better than online job boards.,3
"MS Supports AMD #39;s Multi-core Licensing Plan Since AMD furthered its industry leadership in multi-core computing by demonstrating the industry #39;s first x86 dual-core processor in August, AMD has strongly advocated this customer-centric software licensing strategy for both server and client software.",3
"Iraqi gunmen kill foreigners in car and cut head off one of their &lt;b&gt;...&lt;/b&gt; GUNMEN attacked a car in the Iraq city of Mosul yesterday, killing three foreigners and their Iraqi driver before cutting off the head of one of the victims.",0
"Atomic Activity in North Korea Raises US Concerns ASHINGTON, Sept. 12 - Secretary of State Colin L. Powell said today that a huge explosion that took place Thursday on North Korea #39;s border with China was likely  quot;not any kind of nuclear event, quot; but he said ",0
"4 Firms to Vie for Army Intelligence Support Work Four companies were chosen to compete for work to be assigned under a five-year, \$209 million contract to provide information technology, management and intelligence support services to the Army Intelligence and Security Command.",3
Relatives remember Bali bombings Relatives of many of the 202 people killed when terrorist bombs ripped through nightclubs on Indonesia #39;s Bali island two years ago have gathered at the attack site to remember the dead.,0
"Smallest 'guitar string' to weigh atoms Scientists are hoping that ""playing"" a tiny guitar string will be able to help weigh molecules to find out what they are.",3
"US women #39;s soccer through to semifinals Thessaloniki, Greece (Sports Network) - The United States women #39;s soccer team advanced to the final four of the Olympics with a narrow 2-1 victory over Japan Friday. ",1
"Piggyback developers in a bind over IE com October 7, 2004, 9:50 AM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",3
"Your Personal Data Is Often at Risk As Ken Solomon read the letter last month from a company whose software he had bought, one sentence set off alarms: ""Your credit or debit card information may be at risk.""",3
"Hurricane Forecasters' Predictions Awaited (AP) AP - As Hurricane Frances swirled off Florida's coast, officials wanted word on whether to evacuate millions of residents and reporters insisted on more information about where the menacing storm was headed.",3
Dollar Hits New Low Against Euro The U.S. dollar sank to a new all-time low against the euro Tuesday as a mini-rally in the U.S. currency sputtered out.,2
"Paper peace doves set to fall over troubled southern Thailand in &lt;b&gt;...&lt;/b&gt; BANGKOK : Fifty aircraft were due to scatter 120 million paper birds across Thailand #39;s trouble-hit Muslim-majority south in a peace gesture that has captured the imagination of most of the nation, officials said.",0
"The new browser on the block Imagine if everyone watched television using the same set, listened to the radio using the same audio system or surfed the Web using the same browser.",3
"Dozens killed in Baghdad car bomb More than twenty five people have died after a car bomb exploded in a busy commercial area outside a restaurant in west Baghdad. Husayn al-Shammari, an Iraqi journalist, told Aljazeera:  quot;A car bomb detonated ",3
"Bobcats Shuffle Roster to Help Okafor (AP) AP - In desperate need of frontcourt help, the Charlotte Bobcats activated forward Jamal Sampson on Monday even though he isn't 100 percent healthy.",1
"CA revokes some of Kumar #39;s benefits Computer Associates International Inc. said Monday it has revoked home security and office support benefits to former Chief Executive Officer Sanjay Kumar, who was indicted last week on ",2
"Unofficial Delaware Gov. Primary Returns (AP) AP - The latest, unofficial returns in the Republican primaries for Governor in Delaware. The winner is marked by an 'x'.",0
"Kenyan Environmentalist Wins Peace Prize OSLO, Norway - Kenyan environmental activist Wangari Maathai won the Nobel Peace Prize on Friday for her work as leader of the Green Belt Movement, which has sought to empower women, improve the environment and fight corruption in Africa for almost 30 years.    Maathai, Kenya's deputy environment minister, is the first African woman to win the prize, first awarded in 1901...",0
Rescued whales head out to sea as scientists blame weather for beachings (AFP) AFP - Rescuers succeeded in saving most of the whales still stranded on beaches in Australia and New Zealand as scientists pinpointed cyclical weather patterns as a likely cause of increased beachings.,0
UPDATE 2-Quebec launches C\$1.9 bln in wind power projects Hydro-Quebec awarded C\$1.9 billion (\$1.5 billion) in wind-power projects to two groups on Monday in a massive push to position itself as Canada #39;s biggest buyer of the renewable energy source.,2
"Gambhir, Dravid hit tons as India score 334 for two (Night Lead): Sports India, Cricket: Chittagong, Dec 17 : Centuries by Rahul Dravid and Gautam Gambhir guided India to a total of 334 for two wickets at the end of the first day of the second and final Test against Bangladesh here Friday.",1
"Sturrock leaves Southampton Manager Paul Sturrock has left Southampton by mutual consent, becoming the first managerial victim of the season after only two Premiership games.",1
HE FELL CASTRO CUBAN president Fidel Castro was recovering today after a bad fall as he left the stage following a televised speech. The communist leader broke his knee and arm in the tumble but quickly recovered his composure ,0
"X-rays turn out negative TALLAHASSEE, Fla. -- Florida State quarterback Chris Rix left Saturday #39;s game against Clemson late in the first quarter with an injured right ankle.",1
"Developers file plan for Waterside Place The Drew Co. and Urban Retail Properties of Chicago yesterday filed plans to build Waterside Place, a million-square-foot shopping center, cinema, and residential project in the heart of the South Boston Waterfront.",2
"Cyclist Richard Virenque retires Paris, France (Sports Network) - French cycling star Richard Virenque announced Friday that he is retiring. Virenque was known for his fierce mountain climbs, but his cycling career was also tainted by his ",1
"Saturn Pictures Seen from Near and Far - Saturn Pictures from &lt;b&gt;...&lt;/b&gt; As Saturn grows closer through the eyes of the Cassini spacecraft, which is hurtling toward a rendezvous with the ringed world on June 30 (July 1, Universal Time), both Cassini and the Earth-orbiting Hubble Space Telescope snapped spectacular pictures of ",3
"Forgeard becomes French co-chief at EADS Nol Forgeard #39;s move to European Aeronautic Defence  amp; Space company leaves shareholders needing to appoint quickly a chief at Airbus to avoid destabilising its management, analysts warned.",2
"Hewitt prepared for Moya challenge World number three Lleyton Hewitt says he is expecting a tough exchange with Spain #39;s Carlos Moya, in their opening match of the ATP Masters Cup in Houston tomorrow morning (AEDT).",1
State Dept. Warns of Violence in Laos (AP) AP - The State Department is advising Americans traveling or living in Laos to take precautions and avoid areas likely to be hit by continuing violence.,0
"Chechnya election has few voters GROZNY, Russia Under heavy security and with few voters visible in this hushed and abandoned capital, the republic of Chechnya on Sunday held a special presidential election, a step toward replacing a predecessor who was killed by a bomb.",0
"Apple hits 4-year high; iPod seen lifting sales Apple Computer Inc. stock jumped to a four-year high yesterday after a major Wall Street firm nearly doubled its price target on the stock, saying that customer satisfaction with its iPod music player is creating  quot;wildfire word-of-mouth marketing quot; for its Mac computers and other products.",2
"Iraq bomb blast kills nine Nine people have been killed in a car bomb blast at a US-Iraqi base in western Iraq, hospital officials in the nearby city of Haditha say.",0
"Palestinian Leadership to Confront Arafat #39;s Angry Wife The caretaker Palestinian leadership decided today to travel to Yasser Arafats bedside, reversing a decision to call off the trip after being lambasted by the ailing 75-year-old leaders wife.",0
"Minister upbeat on climate change The US may change its stance on global warming despite George Bush's re-election, says UK minister.",3
"Chelsea Football Club star named in drugs scandal Chelsea Football Club striker Adrian Mutu has been named as the player who has reportedly failed a drugs test. The Mail on Sunday claimed a top Premiership star had failed a random drugs test, and widespread ",1
"WTO approves membership talks with Iraq, Afghanistan The World Trade Organization (WTO) has approved requests by Iraq and Afghanistan to begin membership negotiations, but Iran #39;s bid for such talks was again blocked by the United States.",0
Gadget harvest Apple unveils its new ultra-thin G5 iMac while Logitech readies the first laser mouse. Also: HP's holiday offerings.,3
Firefighters hurt by BA jet fumes Five firefighters are injured dealing with an incident on a London-to-Boston BA flight at a US airport.,0
Sharapova Forced to Scrap Past Granville  NEW YORK (Reuters) - The Maria Sharapova express almost  came off the rails Tuesday when she was pushed to the limit in  the U.S. Open first round by American Laura Granville.,1
"Ad Groups Omnicom, WPP See Strong Earns  NEW YORK (Reuters) - Global advertising titans Omnicom  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=OMC.N target=/stocks/quickinfo/fullquote""&gt;OMC.N&lt;/A&gt; and WPP &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WPP.L target=/stocks/quickinfo/fullquote""&gt;WPP.L&lt;/A&gt; &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WPPGY.O target=/stocks/quickinfo/fullquote""&gt;WPPGY.O&lt;/A&gt;on Tuesday reported  third-quarter results that outpaced analyst expectations,  sending shares higher on improved confidence in the ad  industry.",2
"Suspect in Istanbul bomb trial says Al-Qaeda financed attacks (AFP) AFP - Al-Qaeda financed the bomb attacks against two synagogues and the British Consulate in Istanbul that killed a total of 63 people in November 2003, one of the suspects told a court.",0
Whale beachings stump officials Scientists and wildlife officials are continuing to search for what may have caused a series of mass strandings which have left 169 whales and dolphins dead on Australian and New Zealand beaches in the past three days.,0
"China Plenum to End, Military Boss Jiang May Retire  BEIJING (Reuters) - China's Communist Party is due to wrap  up a four-day meeting on Sunday at which military chief Jiang  Zemin is expected to give up his last post, completing a  historic leadership succession.",0
"Canadian Sub Loses Power in Atlantic 57 crew members and Canadas newest Submarine is floating in the rough seas of the Atlantic Ocean, after the HMCS Chicoutimi lost power in an electrical fire.",0
"Saturn's Death Star Lookalike Saturn's satellite, Mimas, can be imaged from afar and imagined up close, but its striking resemblance to the fictional Death Star from Star Wars gives the most dramatic view of its violent past.    Astrobiology Magazine -- Lonely Mimas swings around Saturn, seeming to gaze down at the planet's splendid rings...",3
Windies win toss and field WEST INDIES captain Brian Lara won the toss and put South Africa into bat in the ICC Champions Trophy Pool B deciding match at The Oval today.,1
"Time Warner Inc. Withdraws Bid for MGM, Citing Price (Update3) Time Warner Inc., the world #39;s largest media company, withdrew its bid for Metro-Goldwyn-Mayer Inc. after it could not reach agreement on the price of the film studio controlled by billionaire investor Kirk Kerkorian.",2
"Amazing Animation Effects  #147;Motion is a fantastic application designed for people who want to add professional-looking titles, DVD menu items, and other visualizations to their video and DVD projects, #148; writes Jan Ozer in PC Magazine.  #147;What #146;s most striking about Motion is that it is simple enough that beginners can jump right in, yet advanced enough that professionals will be happy with the results. #148; Nov 02",3
"Sprint Up, Nextel Down on Merger Talks  PHILADELPHIA (Reuters) - Shares of Sprint Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FON.N target=/stocks/quickinfo/fullquote""&gt;FON.N&lt;/A&gt;  jumped on Friday as the telephone company continued merger  negotiations with Nextel Communications Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NXTL.O target=/stocks/quickinfo/fullquote""&gt;NXTL.O&lt;/A&gt; for a  deal that would combine the No. 3 and No. 5 U.S. wireless  service carriers.",2
TCEQ recommends changes to enforcement policies AUSTIN -- The Texas Commission on Environmental Quality released a draft report today that makes several recommendations aimed at improving the agency #39;s ability to enforce environmental laws.,3
"Roddick Extends U.S. Domination Over Belarus  CHARLESTON, South Carolina (Reuters) - U.S. world number  two Andy Roddick coasted to victory over Belarus teenager  Alexander Skrypko in a dead reverse singles rubber in the Davis  Cup semi-finals on Sunday.",1
"Cassini Radar Sees Titan's 'Cat' (AP) AP - The international Cassini spacecraft is providing evidence that Saturn's planet-size moon Titan is geologically alive and has active atmospheric processes that could be moving material, possibly even liquids, on its surface, scientists said Thursday.",3
Oil holds firm above \$44 Oil prices held firm Friday after pipeline sabotage in northern Iraq kept up supply fears that have revived a powerful price rally.,0
"Pay cuts at United #39;s parent company Executives at the Illinois-based UAL Corp., parent of bankrupt United Airlines, will share airline employees #39; pain with pay cuts of 4 percent to 8 percent.",2
"Carroll takes bronze for Australia Australia has won two medals on the first day of the World Shortcourse Swimming Championships in Indianapolis. The Australian 4x200 metre women #39;s freestyle relay team took silver, while 17-year-old Lara Carroll ",1
"Statement About UK Troop Deployment in Iraq Defense Minister Geoff Hoon will make a statement to the House of Commons on Monday about British troop deployments in Iraq, amid reports that Britain is considering sending some 600 soldiers to bolster US operations near Baghdad.",0
"Intel Pentium 4 prices slashed by 35 The price of the Pentium 4 560 is now priced at \$417 from \$637, while prices of other desktop Pentium 4 chips are cut by 18 percent to 33 percent.",3
"Leading Indicator Falls for 4th Month A closely watched barometer of future economic activity fell in September for the fourth consecutive month, suggesting that the recovery may be cooling.",2
"Keegan backs Arsenal for Champions League glory MANCHESTER, England - Kevin Keegan is tipping Arsenal to break their European hoodoo this season by lifting the Champions League in Istanbul next May.",1
"Oil Prices Slip, Winter Supplies Seen Up  NEW YORK (Reuters) - Oil prices fell on Tuesday as an  expected increase in U.S. heating fuel supplies eased concerns  over an inventory crunch should this winter's weather prove  colder than normal.",2
"For ATA, it all boils down to cash While the entire airline industry #39;s finances are under water, ATA Airlines will have to hold its breath longer than its competitors to keep from going belly up.",2
Iran rejects negotiations with US on N issue TEHRAN: Iran Foreign Minister Kamal Kharazi on Wednesday rejected any talks with the United States on the standoff over Iran #39;s nuclear programme because of Washington #39;s hostile attitude towards the Islamic republic.,0
"Russia ties France 1-1 in Fed Cup final Anastasia Myskina helped Russia tiedefending champion France 1-1 in their Fed Cup final, beating Moscow-born Tatiana Golovin 6-4 and 7-6 in the second singles on Saturday.",1
"Emmitt reportedly out 2-3 weeks TEMPE, Ariz. - Arizona Cardinals running back Emmitt Smith will miss 2-3 weeks with a toe injury, ESPN reported Monday. And that #39;s not the only change in the starting lineup for the Cards.",1
"Linux Use Growing, But So Is Windows Piracy Eastern Europe, the Middle East and Africa, Latin America and Asia/Pacific -- will ship with Linux operating systems, but 75 percent ",3
"The Web, Take 2.0 SAN FRANCISCO -- The next time you visit one of your favorite Web sites, you may be contributing to it as much as you #39;re taking from it.",3
DVD-copying system sparks legal battle It #39;s a clash between the film industry and a consumer electronics company -- over a home theatre jukebox. The legal battle is over something called the Kaleidescape System.,3
"Baker Recovers From Open Heart Surgery (AP) AP - Howard Baker, the former Senate majority leader now serving as U.S. ambassador to Japan, was expected to leave intensive care Friday, four days after open heart surgery.",0
"Forwarding freedom The free use of the ballot box is the ultimate expression of democracy. We #39;ve had the right so long in this country that, sadly, many of us choose to use the right in a pedestrian, occasional fashion.",0
"EU weighs Iranian nuclear reply EU countries analyse an Iranian response to EU pressure for it to halt plans to enrich uranium, officials say.",0
"UK to Seek Bush Support on G8 Poverty Goals  LONDON (Reuters) - Britain will seek Washington's support  to help it achieve goals on global poverty reduction, debt  relief and fair trade during London's G8 presidency next year,  finance minister Gordon Brown said Wednesday.",0
England beat Wales at Old Trafford David Beckham celebrated his return to Old Trafford with one of his finest goals in an England shirt as Sven-Goran Eriksson #39;s side imperiously brushed Wales aside with a composed 2-0 win.,1
"Paper: Second Samsung 7G line to process larger substrates than &lt;b&gt;...&lt;/b&gt; Samsung Electronics may process 2,0002,300mm glass substrates at a second seventh-generation (7G) line in the beginning of 2006, according to the South Korea-based Electronic Times, Seoul.",3
"Parliament speaker charges PM with disloyalty to Israel Israeli Knesset (parliament) Speaker Reuven Rivlin (Likud Party) on Thursday charged Prime Minister Ariel Sharon and supporters of the disengagement plan withdisloyalty to Israel, Israeli Army Radio reported.",0
Netherlands beats Finland 3-1 in World Cup qualifier after poor &lt;b&gt;...&lt;/b&gt; Ruud van Nistelrooy scored two goals Wednesday as the Netherlands rebounded from a poor start to beat Finland 3-1 in a World Cup qualifying match.,1
"AOL Enters the Online Travel Market America Online is aiming to get a piece of the travel search market, announcing plans to introduce a new Web-based property to compete with the likes of Travelocity.",2
"Whitney Matheson:Pop Candy - What makes a great greatest-hits CD? (USATODAY.com) USATODAY.com - If it weren't for the Columbia House record and tape club, I'd own far fewer greatest-hits albums.",3
"Morris dominates Dodgers Showing velocity, command and poise reminiscent of his 22-win 2001 season, Matt Morris dominated the Dodgers on Friday night on the way to a 3-0 Cardinals win at Busch Stadium.",1
"Sender ID gains traction Leading ISPs, anti-spam vendors, and e-mail software companies are moving quickly to add support for the Microsoft-backed anti-spam technology standard Sender ID, even as some e-mail experts raise doubts that the technology will work.",3
"Private pension firms find Asia a draw, with risks Insurers and fund managers are set to cash in on Asia #39;s private pension industry, which is expected to grow nearly four-fold in 10 years as the world #39;s most populous region grows older.",2
"Zero G Flights Could Bolster Space Tourism, Research Industries (SPACE.com) SPACE.com - Floating free above Earth and carrying out an experiment in space has long been the preserve of orbiting travelers, but at taxpayer's expense.",3
"Gap wants to dress boomer women In the second half of 2005, Gap Inc. plans to launch its first new chain in a decade, a specialty clothing retailer aimed at women over 35 years old, according to a published report Wednesday citing Gap Chief Executive Paul Pressler.",2
Chicago Orders Cubs to Fix Wrigley Field (AP) AP - The protective netting in place to protect fans from falling concrete at Wrigley Field must be replaced with a permanent solution if the Chicago Cubs want to play at the stadium next spring.,1
"Four killed in Pakistan blast A bomb exploded Sunday at a Shiite mosque in the city of Lahore, killing at least four people and injuring others, officials said.",0
Militant Chief Wounded in Israeli Strike in Gaza (Reuters) Reuters - A militant leader survived an Israeli\missile strike on his car in Gaza on Thursday in Israel's first\assassination attempt in the Palestinian territories since\Yasser Arafat died in a Paris hospital.,0
Austrian Men's Team Gets Female Goalie (AP) AP - Barbara Zemann is a banker by trade. Now she's the first female to play for an Austrian men's hockey team.,1
"Report: Eisner won #39;t be on Disney #39;s board Michael Eisner, chief executive officer of Walt Disney Co., said he plans to leave the company #39;s board when he steps down as CEO in 2006, Fortune magazine said it is reporting in its upcoming issue.",2
Software Keeps Insiders Out Vormetric #39;s CoreGuard helps Ocwen protect confidential information in its online exchange for the mortgage industry. By Steven Marlin.,3
Quelling the fire Close your eyes. Imagine that Byrd Stadium is filled with people. Only these are not regular Terps fans. These are mainly men and boys uprooted from their villages - and they #39;re dead.,0
"French Soldier Threatens to Blow Up Munitions  PARIS (Reuters) - A soldier Sunday threatened to blow up a  site storing about 64 tons of munitions in eastern France,  leading to the evacuation of about 400 inhabitants of three  villages in the Marne region.",0
"Cyber crime #39;s worth? 215 million dollars! The US Justice Department #39;s crackdown on cyber crime has brought to light illegal activities, including credit-card fraud, to the tune of over US \$215 million and resulted in dozens of arrests, a senior official said in Washington.",3
"Apple #39;s new iMac makes delayed debut Apple Computer Inc. on Tuesday introduced an latest version of iMac desktop computer, a sleek model in which the processors and drives are packaged behind its 2-inch-thick monitor.",3
"mmO2 Plans Europe #39;s Fastest 3G Wireless Network British mobile telecom operator mm02 will launch a high-speed mobile broadband service in 2005. Users will be able to download videos and music, and send large e-mail attachments at speeds ",3
Loeb steers his way to world rally title France #39;s Sebastien Loeb stands on his Citroen and raises an arm in triumph after clinching the world rally championship title.,1
"Australia #39;s Voters to Choose Between Howard, Latham (Update1) Australian Prime Minister John Howard is seeking a fourth term in power at today #39;s election, promising to extend 13 years of economic growth and keep mortgage rates low.",0
NASA Starts Hunt for Celestial Bursts The fastest-swiveling space science observatory ever built rocketed into orbit on Saturday to scan the universe for celestial explosions.,3
"U.S. Official Sees No N.Korea Talks Before U.S. Vote (Reuters) Reuters - North Korea has apparently decided\against holding six-party talks on dismantling its suspected\nuclear arms programs until after the Nov. 2 U.S. presidential\election, a senior U.S. official said on Tuesday.",0
"Sports: Rangers 5 Athletics 4 ARLINGTON, Texas Texas has roared back into the American League West division race by completing a three-game sweep of Oakland. The Rangers rallied for three runs in the bottom of the ninth to beat the A #39;s ",1
"Embattled Ukraine PM Slams Opponent's 'Orange Coup'  KIEV (Reuters) - Ukraine's prime minister came out fighting  on Friday in the campaign for a re-run of a rigged presidential  election, accusing opposition challenger Viktor Yushchenko of  instigating ""totalitarianism"" against voters.",0
Rockies release Neagle Denny Neagle's second run-in with the law in a little more than a year cost him his job with the Colorado Rockies.,1
"China #39;s Hu takes Army reins Sunday #39;s departure of Jiang Zemin as head of China #39;s military was a surprise, though rumors of a power struggle with ",0
"Depleted Wizards stun Grizzlies Even before it was over, Antawn Jamison and Juan Dixon were limping around the court, trying to relieve aching muscles stretched to the limit.",1
Redskins relish their difficult victory Joe Gibbs #39; much-anticipated second term as Washington Redskins head coach opened yesterday with a hard-fought 16-10 triumph over the Tampa Bay Buccaneers.,1
"Atlanta Forces Game 5 The Braves prevailed, 6-5, after coming back from a three-run deficit against the Houston Astros after Roger Clemens came out of the game.",1
Disease Killing Beech Trees in Smokies (AP) AP - Scientists say a nonnative insect is to blame for a disease that's killing beech trees in the higher elevations of the Great Smoky Mountains National Park.,3
Begging for trouble on security Securify founder Taher Elgamal says a patchwork mentality has effectively turned network security into an IT budget black hole.,3
"Do Good! Win a Prize! While Nobel prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?",3
"Car bomb targets Iraqi police A car bomb attack Wednesday in Baghdad targeting Iraqi police recruits has killed at least five people and wounded at least 47 others, Iraqi police said.",0
Legacy key element of bid paper A massive injection of cash for grassroots sport and a new national stadium for athletics are included in a multi-million pound legacy promised by London #39;s bid for the 2012 Olympic Games.,1
"Krispy Kreme Earnings Slide; Change in Strategy Is Planned Krispy Kreme, which wowed Wall Street with a hot old-economy growth story when it went public, has lost more than two-thirds of its value since it peaked a year ago.",2
Judge Rejects Maryland Spam Law A Montgomery County judge has ruled that Maryland's anti-spam law -- one of the first attempts to control junk e-mail advertising -- is unconstitutional because it seeks to regulate commerce outside the state's borders.,3
"Gucci chief designs a bigger future for the brand Robert Polet, the new chief executive of Gucci, has vowed to double the size of the core Gucci brand over the next seven years. He also said that loss-making ",2
"County Refocuses on Retail Prince George's County officials Tuesday renewed their push to persuade retailers to locate in the county by releasing a 70-page report that said it is home to more high-income households than Anne Arundel, Howard counties.",2
"Schwab Cuts Online Commissions, Fees Schwab is cutting online equity commissions by 33 percent, options trade commissions by 60 percent and automated phone trades by 40 percent.",2
FCC ruling speeds network creation SBC Communications Inc. and BellSouth Corp. will build fiber-optic networks for carrying video more quickly after US regulators said they won #39;t force the phone companies to share the equipment with competitors.,2
"The Beatles Sue Apple Computer Giants Apple are facing the biggest legal payout in history as they once again battle their courtroom nemesis, also named Apple.",3
"Dubai IT expo opens DUBAI: The Middle East #39;s largest technology exhibition, Gitex, opened yesterday with the international IT industry out in full force to showcase the latest market innovations to an expected 100,000 visitors.",2
United back in for Rooney with 25m bid Manchester United last night appeared to move a step closer to successfully completing the signing of Wayne Rooney when they lodged an increased 25 million bid for the England striker.,1
"Sprint begins \$3 billion march to 3G Sprint, the fourth-largest US cell phone operator, has started a \$3 billion network upgrade, with \$1 billion earmarked for a wireless broadband service to launch soon in selected cities, a Sprint executive said Tuesday.",2
General strike cripples Italy to protest Berlusconi's economic policies (AFP) AFP - Italy ground to a halt as millions of workers observed a general strike in a show of force against the economic policies of Prime Minister Silvio Berlusconi's centre-right coalition government.,0
"No. 7 Notre Dame Drubs Dayton 65-39 Notre Dame guard Charel Allen, left, looks for a shot in front Dayton guard Ashley Armstrong, right, during the second half Thursday, Dec. 9, 2004 in Dayton, Ohio.",1
"Insider Stock Sales Up in Apparel Sector  NEW YORK (Reuters) - Insider stock sales at U.S. apparel  companies jumped in September from a year ago, a sign that  investors should shun clothing companies' stocks as their  prices could drop further, a research firm said on Monday.",2
"Amazon.com in No Rush to Find Next Acquisition  TOKYO (Reuters) - Having just shelled out \$75 million for  China's biggest Web retailer, online shopping giant Amazon.com  Inc. is in no hurry to acquire another company to accelerate  its global expansion.",3
Portugal bars abortion ship Portugal has warned that a floating Dutch abortion clinic will not be allowed to enter its waters. The clinic offers the abortion pill in international waters to women in countries where it is illegal or restricted.,0
"Author of Sasser, Netsky Worms Indicted In an expected move following his arrest and confession earlier this year, an 18-year-old German student has been indicted on computer crimes for his work writing and releasing the Sasser and Netsky worms.",3
"Iranian diplomat, Egyptian charged over assassination plot (AFP) AFP - Egypt said it has charged an Iranian diplomat and an Egyptian national over a plot to assassinate an unidentified public figure.",0
"Software for drummers and strummers If one of your New Year's resolutions is to finally learn how to play an instrument, technology increasingly can help you get started.",2
"U.S. Stocks Down as Oil Edges Higher  NEW YORK (Reuters) - U.S. stocks fell on Monday as oil  prices hit a record high, spurring worries that energy costs  will eat into corporate profits.",2
US Treasuries Cut Losses on Job Woes Hint  NEW YORK (Reuters) - Treasuries trimmed early losses on  Monday as evidence of sluggish hiring by U.S. manufacturers   suggested little need for the Federal Reserve to be more  aggressive in hiking interest rates.,2
Sony's SXRD Projection TV to Take on DLP New rear-projection technology from Sony to be featured in new HDTV.,3
"Novartis to share diabetes research Swiss drug giant Novartis SA said yesterday it is spending \$4 million to fund scientists performing diabetes research at Harvard University, the Massachusetts Institute of Technology, and the Broad Institute, and will make the findings public for other scientists to use.",2
Frazar fires 64 to share Vegas lead Harrison Frazar shot a bogey-free 64 to take his place among a crowded group at the top of the leaderboard with an 8 under at the Michelin Championship at Las Vegas.,1
Cisco dangles rebate carrot before resellers The networking gear maker launches a financial incentive program to spur sales to smaller companies overseas.,3
"Rumsfeld tries to soothe angry U.S. troops (Reuters) Reuters - Under fire from troops who complain they are being sent to war in Iraq with inadequate gear, U.S. Defense Secretary Donald Rumsfeld promised on Thursday that more would be done to protect forces.",0
"South American leaders sign Ayacucho Declaration One day after creating the South American Community of Nations (CSN), a continent wide political-economic bloc, the leaders of South America on Thursday signed the Ayacucho Declaration ",0
"Delta Air Lines reports a fourfold increase in losses NEW YORK, October 20 (newratings.com) - Delta Air Lines (DAL.NYS) has inched further towards a potential bankruptcy, with the company #39;s 3Q04 losses nearly quadrupling from the year-ago levels.",2
"HP Launches Latest Push Into Consumer Markets  SAN FRANCISCO (Reuters) - Hewlett-Packard Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=HPQ.N qtype=sym infotype=info qcat=news""&gt;HPQ.N&lt;/A&gt; on  Friday unveiled a range of products including its version of  the iPod digital music player that raises the stakes in a war  between PC and electronics makers for a spot in increasingly  digitized living rooms.",3
Firefox 1.0 Available Today Firefox 1.0 Available Today\\Firefox 1.0 (Preview Release) is now available. If you've never tried this wonderful browser it's MORE THAN worthy of your attention. What's new in this release?\\- Improved pop-up blocker: new pop-up blocker blocks even more pop-ups while making it easy to view pop-ups when necessary.\\- Security improvements: ...,3
"Climate change already affecting the global environment, two &lt;b&gt;...&lt;/b&gt; Global warming has had little noticeable impact in Washington, DC Politicians in the nation #39;s capital have been reluctant to set limits on the carbon dioxide ",3
"Morphinefree Mutant Poppies: Novel plants make pharmaceutical &lt;b&gt;...&lt;/b&gt; A Tasmanian company has developed a poppy that produces a commercially useful drug precursor instead of full-fledged morphine, and an international research team has now reported how the plant does it.",3
"Goosestepping Germans Only in UK Media? (Reuters) Reuters - No one in Germany knows the goosestep\any more, but German Foreign Minister Joschka Fischer said\Wednesday anyone wanting lessons in the military march used by\the Nazis could get them from Britain.",0
Revived Wizards remain on a roll One of the longest-running curiosities in sports is why fans in Atlanta don #39;t come out to professional sports events. And many fans who showed up at Philips Arena last night ,1
"Intel to Invest \$40 Million in Bangalore Intel Corp., the world #39;s largest computer chip maker, said it would spend \$40 million to expand in the southern Indian city of Bangalore over the next two years, maintaining its spending rate since the start of 2003.",2
